,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,logo,course_organization_img,course_title_img
777,System Administration and IT Infrastructure Services,Google,COURSE,4.7,Beginner,62k,,http://purepng.com/public/uploads/large/purepng.com-google-logo-2015brandlogobrand-logoiconssymbolslogosgoogle-6815229372333mqrr.png,https://d2myx53yhj7u4b.cloudfront.net/sites/default/files/styles/full_width_desktop/public/IC-IT-Infrastructure-Management.jpg?itok=aY5Oji54
778,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,4.4,Intermediate,48k,,http://ceph.org/assets/MSSM_logo.jpg,https://image.slidesharecdn.com/neeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeerajjjjjjjjj-150621185006-lva1-app6892/95/systems-biology-and-biotechnology-of-streptomyces-species-for-the-production-of-secondary-metabolites-34-638.jpg?cb=1434912803
779,Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.9,Mixed,33k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://www.publichealthnotes.com/wp-content/uploads/2018/11/Skills-of-systems-thinking.jpg
780,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,100k,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Arizona_State_University_seal.svg/1200px-Arizona_State_University_seal.svg.png,https://i.pinimg.com/736x/74/6b/3c/746b3c5bdfe9b8c673e124c4c80fe9f8.jpg
781,"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,62k,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Arizona_State_University_seal.svg/1200px-Arizona_State_University_seal.svg.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~tesol-certificate-2/XDP~SPECIALIZATION!~tesol-certificate-2.jpeg
782,Teach English Now! Foundational Principles,Arizona State University,COURSE,4.9,Mixed,81k,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Arizona_State_University_seal.svg/1200px-Arizona_State_University_seal.svg.png,https://i1.rgstatic.net/publication/338843442_Teach_English_Now_Foundational_Principles/links/5e2f32a4299bf10a6597b589/largepreview.png
783,Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.4,Intermediate,8.5k,,https://upload.wikimedia.org/wikipedia/en/thumb/a/a1/Arizona_State_University_seal.svg/1200px-Arizona_State_University_seal.svg.png,https://teflbootcamp.com/wp-content/uploads/2017/03/1-909-1024x471.jpg
784,Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.8,Mixed,53k,,https://www.teacherstestprep.com/sites/default/files/assets/images/partner-logos/relay-logo.png,http://op.rv.ua/sites/default/files/certificates/coursera_teachingcharacter_2016_0.jpg
785,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,COURSE,4.8,Beginner,49k,,https://i.pinimg.com/originals/ae/74/cf/ae74cf180aae5ea110b5cb59ce82ab0a.png,https://cdn-az.allevents.in/events5/banners/8a4302f550dd5a2a7fcecce478c4dfd4e49c76e2adbf15c45d190ee8c28b480a-rimg-w400-h400-gmir.jpg?v=1638983340
786,Technical Support Fundamentals,Google,COURSE,4.8,Beginner,280k,,http://purepng.com/public/uploads/large/purepng.com-google-logo-2015brandlogobrand-logoiconssymbolslogosgoogle-6815229372333mqrr.png,https://i.ytimg.com/vi/XITtjmwTbnM/maxresdefault.jpg
787,TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,170k,,https://venturebeat.com/wp-content/uploads/2017/06/ddbrg0vuwaelmop.jpg?fit=930%2C590&strip=all,https://image.slidesharecdn.com/tensorflowinpractice-180916161753/95/tensorflow-in-practice-by-engineer-donghwi-cha-35-638.jpg?cb=1540627365
788,TensorFlow: Data and Deployment,deeplearning.ai,SPECIALIZATION,4.5,Intermediate,12k,,https://venturebeat.com/wp-content/uploads/2017/06/ddbrg0vuwaelmop.jpg?fit=930%2C590&strip=all,https://2020.iosdevlog.com/2020/02/23/TensorFlow-Data-and-Deployment/7.png
789,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,90k,,http://vrlearninglab.nl/wp-content/uploads/2016/11/Leiden_University_seal.svg_.png,"https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445052274i/23258353._UY630_SR1200,630_.jpg"
790,The Addicted Brain,Emory University,COURSE,4.6,Beginner,130k,,https://1000logos.net/wp-content/uploads/2022/06/Emory-University-Logo.png,https://geneticliteracyproject.org/wp-content/uploads/2017/12/Screen-Shot-2017-11-30-at-8.21.41-AM.png
791,The Art of Music Production,Berklee College of Music,COURSE,4.8,Intermediate,47k,,https://www.professors.directory/gallery/86__cnu.jpg,https://i.pinimg.com/originals/9b/45/b0/9b45b01be3b90a1704d8ae36c069ba19.jpg
792,The Art of Sales: Mastering the Selling Process,Northwestern University,SPECIALIZATION,4.7,Beginner,23k,,https://s3-us-west-2.amazonaws.com/asset.plexuss.com/college/logos/Northwestern_University.jpg,https://study.com/cimages/multimages/16/selling_process_infographic.jpg
793,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.5,Beginner,73k,,https://download.logo.wine/logo/University_of_Toronto/University_of_Toronto-Logo.wine.png,https://i.pinimg.com/originals/6c/85/3b/6c853bb36e842fe5c3f82b4bef221a53.png
794,The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,130k,,http://purepng.com/public/uploads/large/purepng.com-google-logo-2015brandlogobrand-logoiconssymbolslogosgoogle-6815229372333mqrr.png,https://img2018.cnblogs.com/blog/1003517/201908/1003517-20190819132811874-238435887.png
795,The Business of Health Care,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,22k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://cs.cheggcdn.com/covers2/64430000/64431814_1534539660.jpg
796,The Business of Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,84k,,https://www.professors.directory/gallery/86__cnu.jpg,https://www.producerspot.com/wp-content/uploads/2014/05/how-to-start-music-production-company.jpg
797,The Changing Global Order,Universiteit Leiden,COURSE,4.7,Intermediate,23k,,http://vrlearninglab.nl/wp-content/uploads/2016/11/Leiden_University_seal.svg_.png,https://www.lehmanns.de/media/85473046
798,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.8,Beginner,11k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_Maryland_College_Park_logo.jpg,https://datafloq.com/wp-content/uploads/2022/09/the-cycle-management-of-successful-arts-and-cultural-organizations-img.jpg
799,The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,120k,,https://www.professors.directory/gallery/86__cnu.jpg,https://diymusician.cdbaby.com/wp-content/uploads/2017/08/The-Open-Mic-at-DIY-Musician-Conference-1920x1280.jpg
800,The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.6,Mixed,420k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiwnXf_WXoGZKEmlH1gtf5MhYot5DZ94y7n5UQZ8FyE45EcU6hgpF-yxDVKtjsTcv696O2uqRcsjMwRhpZJ-MM1-VOvEMn7vaR9S0BPBfxLYuqNXw5-buVTZc70NM0Xp6xobOZKDj48r2GF4tnoTekAoRme2DC-Q7nc3VGcH55PZNO-JdoBZepN2NR4rg/s1280/The%20Data%20Scientist's%20Toolbox%20Week%201%20Quiz%20Answer.jpg
801,The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.8,Mixed,7.2k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://ml64zza7noul.i.optimole.com/eBJb8E8-AKu8oCJ9/w:auto/h:auto/q:auto/https://learningwhere.com/wp-content/uploads/2018/07/BOHC_Economics_Coursera_Course_Thumb.png
802,The Global Financial Crisis,Yale University,COURSE,4.8,Mixed,84k,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Yale_University_Shield_1.svg/1200px-Yale_University_Shield_1.svg.png,https://www.caribbeannewsglobal.com/wp-content/uploads/2020/05/financial_crisis.jpg
803,The Horse Course: Introduction to Basic Care and Management,University of Florida,COURSE,4.9,Mixed,29k,,https://logos-download.com/wp-content/uploads/2019/06/University_of_Florida_Logo.png,https://i.pinimg.com/originals/8f/38/15/8f3815853b8d58f8aac2091fe03cc4d0.png
804,The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",COURSE,4.6,Mixed,47k,,http://sayinternational.co.kr/wp-content/uploads/2017/03/Birkbeck_Logo_3.png,https://i.pinimg.com/originals/56/d9/fb/56d9fb8e71c5369066769a1144f27c4a.png
805,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,COURSE,4.8,Beginner,130k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Virginia_logo_blue.png,https://i3.wp.com/s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~modern-world/XDP~COURSE!~modern-world.jpeg?resize=1772&w=1772
806,"The Modern World, Part Two: Global History since 1910",University of Virginia,COURSE,4.8,Beginner,47k,,https://logos-download.com/wp-content/uploads/2017/11/University_of_Virginia_logo_blue.png,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~modern-world-2/XDP~COURSE!~modern-world-2.jpeg
807,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,COURSE,4.9,Intermediate,9.4k,,http://3.bp.blogspot.com/-ya9LOT2xceg/Umfo0ltJ13I/AAAAAAAASr8/yPyNB4phdEg/s1600/penn3.jpg,https://ml64zza7noul.i.optimole.com/eBJb8E8-q6r67oJu/w:auto/h:auto/q:90/https://learningwhere.com/wp-content/uploads/2018/07/Oral-Cavity-Course-5.png
808,The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.6,Mixed,180k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://i.pinimg.com/736x/af/71/77/af717784c579ac178362ef6aad013576--university-of-california-irvine-economics.jpg
809,The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.7,Mixed,120k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://image1.slideserve.com/2310583/what-is-microeconomics2-l.jpg
810,The Pronunciation of American English,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,1.7k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://4.bp.blogspot.com/-PMAc-PVmXOI/XMl0QD-S-YI/AAAAAAAAANs/sbfMJxPoH1YUp-mfB6DRyw_t_SoSvHrTQCLcBGAs/s1600/American-English-Pronunciation-PDF.jpg
811,The Science of Gastronomy,The Hong Kong University of Science and Technology,COURSE,4.6,Mixed,50k,,https://www.timeshighereducation.com/sites/default/files/styles/institution_logo/public/logo-hkust.png?itok=2giXufqe,https://img.haikudeck.com/mg/9LVNN9F5tx_1391709303764.jpg
812,The Science of Stem Cells,American Museum of Natural History,COURSE,4.7,Intermediate,12k,,https://www.fddb.org/wp-content/uploads/img_logo_fulldome_organization_american_museum_of_natural_history_9153d6995b.jpg,https://s3.consumersadvocate.org/prd/image/image/8874/7d019df3-5345-46f1-9ecb-fd95153048c3.jpg
813,The Science of Success: What Researchers Know that You Should Know,University of Michigan,COURSE,4.8,Beginner,59k,,http://cliparts.co/cliparts/gce/59r/gce59rp9i.jpg,https://img.ebook-hunter.org/img/The%20Science%20of%20Success:%20What%20Researchers%20Know%20that%20You%20Should%20Know%20by%20Caproni%20Paula%20J.jpg
814,The Science of Training Young Athletes,University of Florida,COURSE,4.9,Beginner,13k,,https://logos-download.com/wp-content/uploads/2019/06/University_of_Florida_Logo.png,https://www.mooc-list.com/img/node-4770.jpg
815,The Science of Well-Being,Yale University,COURSE,4.9,Mixed,2.5m,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Yale_University_Shield_1.svg/1200px-Yale_University_Shield_1.svg.png,https://m.media-amazon.com/images/I/51WmN84Gb-L.jpg
816,The Singer Songwriter,Berklee College of Music,SPECIALIZATION,4.8,Beginner,320k,,https://www.professors.directory/gallery/86__cnu.jpg,https://cdn.hmv.com/r/w-1280/hmv/files/3c/3ce47312-011c-49b4-9613-3e66fc1b20dd.jpg
817,The Social Context of Mental Health and Illness,University of Toronto,COURSE,4.6,Mixed,19k,,https://download.logo.wine/logo/University_of_Toronto/University_of_Toronto-Logo.wine.png,https://growtherapyworld.org/wp-content/uploads/2021/05/the-social-context-of-mental-health-and-illness.png
818,The Strategy of Content Marketing,"University of California, Davis",COURSE,4.5,Intermediate,100k,,https://france-ameriques.org/wp-content/uploads/2019/06/1200px-The_University_of_California_Davis.svg_-1024x1024.png,https://gecdesigns.com/img/blog/content-marketing/content-marketing-infographic-03.jpg
819,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen,COURSE,4.8,Beginner,26k,,http://web.math.ku.dk/~holm/images/logo3.png,https://www.nidec.com/en/sustainability/featured/2020/-/media/www-nidec-com/sustainability/principle/sdgs/img/img_messeage01_en.gif
820,The Teacher and Social and Emotional Learning (SEL),University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,5.2k,,https://i.pinimg.com/originals/ae/74/cf/ae74cf180aae5ea110b5cb59ce82ab0a.png,https://www.inclusive.tki.org.nz/assets/inclusive-education/example-images/_resampled/ScaleWidthWyIxMDg2Il0/SEL-CASEL-2018.jpg
821,The Technology of Music Production,Berklee College of Music,COURSE,4.8,Beginner,28k,,https://www.berklee.edu/sites/default/files/d7/bcm/Berklee_collegeofmusic.gif,https://static.kent.ac.uk/nexus/ems/439.jpg
822,The Truth About Cats and Dogs,The University of Edinburgh,COURSE,4.7,Mixed,33k,,http://www.acumen-pr.net/wp-content/uploads/2016/10/The-UoE-logo.jpg,http://www.impawards.com/1996/posters/truth_about_cats_and_dogs.jpg
823,The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,COURSE,4.7,Beginner,14k,,https://www.eduopinions.com/wp-content/uploads/2017/08/%C3%89cole-des-ponts-ParisTech-logo-.png,https://media.coursesseek.com/uploads/1200/2022/04/29/the-hidden-value-lean-in-manufacturing-and-services.jpeg
824,Think Again I: How to Understand Arguments,Duke University,COURSE,4.6,Beginner,200k,,http://1000logos.net/wp-content/uploads/2017/11/Duke-University-Logo.png,https://i.pinimg.com/originals/f8/c0/3e/f8c03ed65303d7bd43ef13477a919f9f.png
825,Tools for Data Science,IBM,COURSE,4.6,Beginner,120k,,https://purepng.com/public/uploads/large/purepng.com-ibm-logologobrand-logoiconslogos-251519939176ka7y8.png,https://blog.aimultiple.com/wp-content/uploads/2018/02/ds_stack_tools.png
826,Trading Strategies in Emerging Markets,Indian School of Business,SPECIALIZATION,4.3,Beginner,68k,,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/cd/3616606efe11e4aa94b513cb1870b0/Square-logo-360-360.png?auto=format%2Ccompress&dpr=1&w=180&h=180,https://i.pinimg.com/originals/ed/9e/bc/ed9ebcb32f0d164305ca127c6bb34491.png
827,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),COURSE,4.8,Mixed,45k,,https://www.chiefscientist.nsw.gov.au/__data/assets/image/0010/67771/UNSW-logo.png,https://i.pinimg.com/originals/9a/5a/cb/9a5acb9ce116417759bbfbe55a8bb93a.png
828,Tricky American English Pronunciation,"University of California, Irvine",COURSE,4.7,Beginner,110k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://i.ytimg.com/vi/VVYcmDweewU/maxresdefault.jpg
829,Troubles du spectre de l'autisme : diagnostic,University of Geneva,COURSE,4.9,Intermediate,5.4k,,https://i.pinimg.com/originals/50/08/38/5008382bfbcbb340a81788cc1186343a.png,http://typik-atypik.fr/wp-content/uploads/2020/08/image-autisme-Elise-Gravel-1187x1536.png
830,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,12k,,https://d12dc99qm3izfr.cloudfront.net/uploads/badge/asset/165/uiuc_logo.jpg,https://s.hdnux.com/photos/52/41/15/11146089/10/1200x0.jpg
831,UCI Project Management,"University of California, Irvine",PROFESSIONAL CERTIFICATE,4.6,Beginner,44k,,https://d28htnjz2elwuj.cloudfront.net/wp-content/uploads/2013/11/University_of_California_Irvine_logo.jpg,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~SPECIALIZATION!~applied-project-management/XDP~SPECIALIZATION!~applied-project-management.jpeg
832,UI / UX Design,California Institute of the Arts,SPECIALIZATION,4.7,Beginner,68k,,https://s3.ap-south-1.amazonaws.com/leverageedu/school-logo/us/2019-12-14_24_800px-California_College_of_the_Arts_seal.svg.png,https://i2.wp.com/www.wendyzhou.se/blog/wp-content/uploads/2019/08/uixninja.png?fit=1600%2C1200&ssl=1
833,UX Design Fundamentals,California Institute of the Arts,COURSE,4.8,Beginner,25k,,https://s3.ap-south-1.amazonaws.com/leverageedu/school-logo/us/2019-12-14_24_800px-California_College_of_the_Arts_seal.svg.png,https://leeruoshan.com/wp-content/uploads/2020/06/The-Fundamentals-of-User-Experience-UX-Design-The-UX-Design-Process.png
834,Understanding Cancer Metastasis,Johns Hopkins University,COURSE,4.8,Beginner,29k,,https://www.datasciencedegreeprograms.net/wp-content/uploads/2018/02/johns-hopkins-university.png,https://images.emedicinehealth.com/images/slideshow/cancer-101-s3a-metastasis.jpg
835,Understanding Clinical Research: Behind the Statistics,University of Cape Town,COURSE,4.8,Mixed,78k,,https://media.cdn.gradconnection.com/uploads/UCTtransparent_round_logo.png,https://i2.wp.com/s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~clinical-research/XDP~COURSE!~clinical-research.jpeg?resize=1772&w=1772
836,Understanding Einstein: The Special Theory of Relativity,Stanford University,COURSE,4.9,Beginner,89k,,https://logos-download.com/wp-content/uploads/2019/06/Stanford_University_Logo.png,http://4.bp.blogspot.com/-pT_t4OjQMTo/UzPGvzxBAII/AAAAAAAAA4U/1fy0UBWmHqE/s1600/theory-relativity.jpg
837,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,COURSE,4.8,Beginner,24k,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Yale_University_Shield_1.svg/1200px-Yale_University_Shield_1.svg.png,https://edwize.org/wp-content/uploads/2021/06/Understanding-Medical-Research-Your-Facebook-Friend-is-Wrong.jpg
